Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Iddin-Marduk,Uballissu-Marduk,,Male,,42722,-,-,-,-,-,-,"less probable","CBS 5305",,"BE 9, 86a",Murašû,"Legal document","[-].III.41 Art I",424,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261499,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044667,,,4934,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Marduk,Uballissu-Marduk,,Male,,42854,-,-,-,-,-,-,"less probable","CBS 5306",,"BE 9, 88",Murašû,"Legal document","10.III.41 Art I",424,Nippur,,https://cdli.ucla.edu/P261500,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044714,,,4943,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Marduk,Uballissu-Marduk,,Male,,49797,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,,,Male,Land,57161,Iddin-Nabû,-,-,Male,,29450,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,neighbour,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,Balāssu,Nabû-šeme,Male,,54546,Iddin-Nabû,Balāssu,Nabû-šeme,Male,,557,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,Bēl-erība,Arad-Nergal,Male,,54497,Iddin-Nabû,Bēl-erība,Arad-Nergal,Male,,18990,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,Bēl-uballiṭ,"Iddin-Papsukkal (Ša-1-luh)",Male,,3708,Iddin-Nabû,Bēl-uballiṭ,Iddin-Papsukkal,Male,"The family name spelled Ša-1-luh is probably to be read Iddin-Papsukkal. Waerzeggers 2010, p. 610.",11867,"highly probable","HS 581",,"Joannès 1989, p. 206","Ea-ilūtu-bāni, Ilī-bāni, Nanāhu","Legal document","04.V.02 Cam",528,Borsippa,,,https://nabucco.arts.kuleuven.be/item/25336,,,,460,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,Nabû-bān-zēri,Nappāhu,Male,,5202,Iddin-Nabû,Nabû-bān-zēri,Nappāhu,Male,,740,"highly probable","VAT 140",,"Baker 2004, no. 139",Nappāhu,"Legal document","13.VIII.05 Dar I",517,Babylon,,https://cdli.ucla.edu/P371800,https://nabucco.arts.kuleuven.be/item/22660,,,,677,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,Zuzāya,,Male,Land,54535,Iddin-Nabû,Zuzāya,-,Male,,19557,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,neighbour,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iddin-Nabû,[Zuzāya],,Male,Land,54490,Iddin-Nabû,Zuzāya,-,Male,,19557,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,neighbour,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Igdamil-Yāma,Nanāya-iddin,,Male,,33010,-,-,-,-,-,-,"less probable","Unknown (poss. H.V. Hilprecht)",,"BE 9, 45",Murašû,"Legal document","20.V.36 Art I",429,Nippur,Seals,https://cdli.ucla.edu/P453403,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043617,,,3781,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Il-zabad,Aplāya,,Male,,33043,-,-,-,-,-,-,"less probable","Unknown (poss. H.V. Hilprecht)",,"BE 9, 45",Murašû,"Legal document","20.V.36 Art I",429,Nippur,Seals,https://cdli.ucla.edu/P453403,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043617,,,3781,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iltehr-abi,Hinūnī,,Male,,49315,-,-,-,-,-,-,"less probable","CBS 5503",,"BE 10, 99",Murašû,"Legal document","18.II.05 Dar II",419,Hašbāya,"Seals, Epigraphs",https://cdli.ucla.edu/P261696,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133460,,,5737,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Imbia,Kidinnu,,Male,,24790,-,-,-,-,-,-,"less probable","CBS 12870",,"PBS 2/1, no. 148",Murašû,"Legal document","25.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267471,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456991,,,2944,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Imbia,Kidinnu,,Male,,31048,-,-,-,-,-,-,"less probable","CBS 5315",,"BE 9, 40",Murašû,"Legal document","22.IV.35 Art I",430,Nippur,,https://cdli.ucla.edu/P261509,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043498,,,3559,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Imbia,Kidinnu,,Male,,40489,-,-,-,-,-,-,"less probable","CBS 5419",,"BE 9, 72",Murašû,"Legal document","15.VI.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P261613,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044309,,,4693,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Imbia,Kidinnu,,Male,,42905,-,-,-,-,-,-,"less probable","Unknown (poss. C. H. Clark)",,"BE 9, 89",Murašû,"Legal document","10.IV.41 Art I",424,Nippur,,https://cdli.ucla.edu/P453408,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044738,,,4946,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Imbia,Kidinnu,,Male,,44063,-,-,-,-,-,-,"less probable","CBS 5437",,"BE 9, 107",Murašû,"Legal document","06.VIII.41 Art I",424,Nippur,Seals,https://cdli.ucla.edu/P261631,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045194,,,5075,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ina-Esagil-ramât,Balāṭu,Egibi,Female,Field,5201,Ina-Esagil-ramât,Balāṭu,Egibi,Female,,713,"highly probable","VAT 140",,"Baker 2004, no. 139",Nappāhu,"Legal document","13.VIII.05 Dar I",517,Babylon,,https://cdli.ucla.edu/P371800,https://nabucco.arts.kuleuven.be/item/22660,,,,677,"land owner",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Inbāya,Nabû-šumu-iddin,Ile’’i-Marduk,Female,,6764,Inbāya,Nabû-šumu-iddin,Ile’’i-Marduk,Female,,5899,"highly probable","BM 42301","BM 43669; BM 42311+","Jursa 1999, pp. 131-133","Šangû-Šamaš A","Legal document","01.XI.13 Dar I",508,Sippar,,-,https://nabucco.arts.kuleuven.be/item/33148,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328158,,https://www.britishmuseum.org/collection/object/W_1881-0701-61,888,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iqīšāya,Šumu-iddin,,Male,,22813,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iqīšāya,Šumu-iddin,,Male,,44082,-,-,-,-,-,-,"less probable","CBS 5438",,"BE 9, 108",Murašû,"Legal document","12.IX.41 Art I",424,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P261632,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045218,,,5076,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iqīšāya,Ṣu[...],,Male,,55897,Iqīšāya,Ṣu[...],-,Male,,18383,"highly probable","Ash. 1937.634",,"Zilberg 2019, p. 484","Carian archive","Legal document","06.X.07 Cam",522,Bannēšāya,,https://cdli.ucla.edu/P385417,,,,,6593,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iqqar-Enlil,,,Male,,24277,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Iqūpu,Bēl-ahhē-iddin,Nappāhu,Male,,54544,Iqūpu,Bēl-ahhē-iddin,Nappāhu,Male,,19368,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Išrāya,Bēl-ahu-iddin,,Male,,1176,-,-,-,-,-,-,"less probable","CBS 5186",,"Stolper 1985, no. 16",Murašû,"Legal document","20+[x].VI.34 Art I",431,Broken/Unclear,"Epigraphs, Fingernails",https://cdli.ucla.edu/P261378,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486754,,,147,"lessee
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Išum-mardū,,,Male,,21844,-,-,-,-,-,-,"less probable","CBS 5376",,"BE 9, 1",Murašû,"Legal document","28.VII.01 Art II",404,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261570,-,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2042423,-,-,2662,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Itti-Nabû-balāṭu,Balāssu,,Male,,3705,Itti-Nabû-balāṭu,Balāssu,-,Male,,13130,"highly probable","HS 581",,"Joannès 1989, p. 206","Ea-ilūtu-bāni, Ilī-bāni, Nanāhu","Legal document","04.V.02 Cam",528,Borsippa,,,https://nabucco.arts.kuleuven.be/item/25336,,,,460,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Itti-Nabû-balāṭu,Šumu-ukīn,Šigûa,Male,,62308,Itti-Nabû-balāṭu,Šumu-ukīn,Šigûa,Male,,21288,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Itti-Šamaš-balāṭu,,,Male,Field,3747,-,-,-,-,-,-,"less probable","CBS 5205",,"Stolper 1985, no. 11",Murašû,"Legal document","10.III.40 Art I",425,Nippur,,https://cdli.ucla.edu/P261398,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486739,,,131,"land owner",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Kī-Bēl,,,Male,Field,55892,Kī-Bēl,-,-,Male,,18386,"highly probable","Ash. 1937.634",,"Zilberg 2019, p. 484","Carian archive","Legal document","06.X.07 Cam",522,Bannēšāya,,https://cdli.ucla.edu/P385417,,,,,6593,unclear,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Kidinnu,[...]mut,,Male,,1179,-,-,-,-,-,-,"less probable","CBS 5186",,"Stolper 1985, no. 16",Murašû,"Legal document","20+[x].VI.34 Art I",431,Broken/Unclear,"Epigraphs, Fingernails",https://cdli.ucla.edu/P261378,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486754,,,147,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Kīnāya,Enlil-na’id,,Male,,29548,-,-,-,-,-,-,"less probable","CBS 5398",,"BE 9, 35",Murašû,"Legal document","[-].XII.34 Art I",430,Nippur,,https://cdli.ucla.edu/P261592,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043355,,,3445,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Kīnāya,Nabû-mukīn-apli,[...],Male,,54494,Kīnāya,Nabû-mukīn-apli,[...],Male,,22971,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Kinūnāya,Ea-zēru-iqīša,Adad-šammê,Male,,54507,Kinūnāya,Ea-zēru-iqīša,Adad-šammê,Male,,19419,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Lâbâši,Bal[ā]ṭu,,Male,,49806,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Lâbâši,Bēl-uballiṭ,,Male,,24775,-,-,-,-,-,-,"less probable","CBS 12870",,"PBS 2/1, no. 148",Murašû,"Legal document","25.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267471,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456991,,,2944,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Lâbâši,Ibnāya,,Male,,49803,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Lâbâši,Nabû-nāṣir,Nann[ûtu],Male,,6774,Lâbâši,Nabû-nāṣir,Nannûtu,Male,,6028,"highly probable","BM 42301","BM 43669; BM 42311+","Jursa 1999, pp. 131-133","Šangû-Šamaš A","Legal document","01.XI.13 Dar I",508,Sippar,,-,https://nabucco.arts.kuleuven.be/item/33148,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328158,,https://www.britishmuseum.org/collection/object/W_1881-0701-61,888,witness,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Libluṭ,Bēl-kāṣir,Rabâ-ša-[Ninurta],Male,,54498,Libluṭ,Bēl-kāṣir,Rabâ-ša-Ninurta,Male,,19599,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Libluṭ,Iddin-Nabû,,Male,,28897,-,-,-,-,-,-,"less probable","CBS 5391",,"BE 9, 29",Murašû,"Legal document","12.V.32 Art I",433,Nippur,Fingernails,https://cdli.ucla.edu/P261585,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043187,,,3292,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Libluṭ,Iddin-Nabû,,Male,,29092,-,-,-,-,-,-,"less probable","CBS 5392",,"BE 9, 30",Murašû,"Legal document","12.V.42 Art I",423,Nippur,Fingernails,https://cdli.ucla.edu/P261586,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043211,,,3412,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Libluṭ,Iddin-Nabû,,Male,,37357,-,-,-,-,-,-,"less probable","CBS 5415",,"BE 9, 65",Murašû,"Legal document","28.[-].38 Art I",427/426,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261609,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044118,,,4240,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Lisāya,Arad-Ninurta,,Male,,33505,-,-,-,-,-,-,"less probable","CBS 5292",,"BE 9, 49",Murašû,"Legal document","05.VII.36 Art I",429,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261486,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043713,,,3853,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk,Abī-ul-īde,,Male,,33463,-,-,-,-,-,-,"less probable","CBS 5292",,"BE 9, 49",Murašû,"Legal document","05.VII.36 Art I",429,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261486,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043713,,,3853,"leaves fingernail marking(s)
lessee",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-ēṭir,Bēl-ittannu,,Male,,47540,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-nāṣir-apli,Iddināya,Egibi,Male,,62304,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-nāṣir-apli,Itti-Marduk-<balāṭu>,Egibi,Male,Land,57163,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,Land,54502,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"co-owner
land owner
lessor",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,Land,54537,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,"co-owner
land owner
lessor",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-nāṣir-apli,[Itti-Marduk-balāṭu],,Male,Land,54491,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-rēmanni,,,Male,Land,44042,-,-,-,-,-,-,"less probable","CBS 5437",,"BE 9, 107",Murašû,"Legal document","06.VIII.41 Art I",424,Nippur,Seals,https://cdli.ucla.edu/P261631,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045194,,,5075,"land owner
passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduk-šumu-iddin,Bēl-ibni,,Male,,40444,-,-,-,-,-,-,"less probable","CBS 5419",,"BE 9, 72",Murašû,"Legal document","15.VI.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P261613,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044309,,,4693,lessor,"rab ummi","TypeLegal documentSubtypelease contract (ana sūti)"
Marduka,,,Male,,27934,-,-,-,-,-,-,"less probable","CBS 5391",,"BE 9, 29",Murašû,"Legal document","12.V.32 Art I",433,Nippur,Fingernails,https://cdli.ucla.edu/P261585,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043187,,,3292,"leaves fingernail marking(s)
lessee",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduka,,,Male,SlaveAgent,54506,Marduka,-,-,Male,,29112,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduka,,,Male,SlaveAgent,54541,Marduka,-,-,Male,,29112,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,"master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Marduka,,,Male,SlaveAgent,57167,Marduka,-,-,Male,,29112,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,"master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
